HID	humanGene	mouseGene
75130	CPA6	Cpa6
75133	ADCY2	Adcy2
75138	COL20A1	Col20a1
75139	RDH14	Rdh14
75155	C6orf47	D17H6S53E
75157	STK32C	Stk32c
75158	TESC	Tesc
75163	SHANK3	Shank3
75164	LOC100653515	BC100451
75168	CHIA	Chia1
75172	CELF5	Celf5
75175	THADA	Thada
75179	ABCG4	Abcg4
75184	EDDM3B	Eddm3b
75185	FANCF	Fancf
75187	CTBP2	Ctbp2
75191	CACNB2	Cacnb2
75203	C11orf48	LOC102308570
75207	CA13	Car13
75208	GLB1L	Glb1l
75209	HAUS3	Haus3
75210	CYP2R1	Cyp2r1
75211	MCTP1	Mctp1
75215	CCDC176	Ccdc176
75216	TRIB1	Trib1
75226	ERICH2	Erich2
75239	NACC2	Nacc2
75240	FAM122A	Fam122a
75241	C5orf45	3010026O09Rik
75244	GOLT1A	Golt1a
75250	EQTN	Eqtn
75260	DMRTC2	Dmrtc2
75262	FAM110C	Fam110c
75268	PHYKPL	Phykpl
75274	CYP2S1	Cyp2s1
75281	USP50	Usp50
75282	PRPS1L1	Prps1l1
75283	C11orf97	1700012B09Rik
75292	SPATC1L	Spatc1l
75303	OSBP2	Osbp2
75307	STK33	Stk33
75311	ZNF93	Zfp457
75314	HNRNPDL	Hnrnpdl
75315	NLRP4	Nlrp4e
75315	NLRP4	Nlrp4c
75316	FAM107B	Fam107b
75323	TAS1R2	Tas1r2
75328	KCNK16	Kcnk16
75329	FAM160A2	Fam160a2
75330	ATP13A4	Atp13a4
75335	ACCS	Accs
75339	TMEM141	Tmem141
75343	CDC14A	Cdc14a
75345	TRIM5	Trim5
75345	TRIM5	Trim12c
75662	CNNM4	Cnnm4
75666	LIPK	Lipk
75853	CYP4X1	Cyp4x1
75941	HIST3H2BB	Hist3h2bb-ps
75968	GMDS	Gmds
76103	AK5	Ak5
76124	PRMT8	Prmt8
76175	SLC36A3	Slc36a3
76214	IPMK	Ipmk
76320	SLC7A14	Slc7a14
76377	MAP3K9	Map3k9
76442	LY6G6D	Ly6g6d
76444	FBXW11	Fbxw11
76446	TSGA13	Tsga13
76448	ARHGAP33	Arhgap33
76449	TCF23	Tcf23
76469	KLF14	Klf14
76542	PRX	Prx
76562	SLC17A9	Slc17a9
76567	TMEM132C	Tmem132c
76629	UROC1	Uroc1
76659	SERPINB4	Serpinb3a
76679	SLC25A45	Slc25a45
76699	CTSV	Ctsl
76766	MBNL2	Mbnl2
76811	RBBP8NL	Rbbp8nl
76813	ASB16	Asb16
77038	WISP3	Wisp3
77042	OSCAR	Oscar
77044	SYCE1	Syce1
77068	GIPC3	Gipc3
77127	KRT25	Krt25
77129	C14orf80	4930427A07Rik
77136	SLC22A25	Slc22a29
77136	SLC22A25	Slc22a28
77136	SLC22A25	Slc22a27
77136	SLC22A25	Slc22a30
77185	PRSS33	Prss33
77213	CEP290	Cep290
77215	CALML4	Calml4
77312	CCDC147	Ccdc147
77324	OSBPL2	Osbpl2
77327	BTBD16	Btbd16
77333	CAPN12	Capn12
77337	UBE2E2	Ube2e2
77340	DACT3	Dact3
77343	DNAJB7	Dnajb7
77346	ZNF563	Zfp563
77353	AHCYL1	Ahcyl1
77363	NAGS	Nags
77368	CPLX3	Cplx3
77390	GLIS1	Glis1
77391	WFDC9	Wfdc9
77409	ZNF362	Zfp362
77410	CCDC17	Ccdc17
77411	SCFD2	Scfd2
77416	MLKL	Mlkl
77420	APCDD1	Apcdd1
77423	CATSPER2	Catsper2
77426	KIAA1919	AI317395
77448	KIR3DL3	Kir3dl2
77448	KIR3DL3	Kir3dl1
77451	ATP13A5	Atp13a5
77474	FAM71A	Fam71a
77476	USH1C	Ush1c
77478	PLEKHG3	Plekhg3
77534	TTLL11	Ttll11
77540	IFNL3	Ifnl2
77540	IFNL3	Ifnl3
77543	CCDC134	Ccdc134
77551	SH3RF3	Sh3rf3
77555	SSC5D	Ssc5d
77569	DPY19L2	Dpy19l2
77570	LOC100506944	Csnka2ip
77571	KLK15	Klk15
77586	TAAR8	Taar8c
77586	TAAR8	Taar8b
77586	TAAR8	Taar8a
77587	PLXNA4	Plxna4
77589	CCDC71L	Ccdc71l
77607	CCDC169	Ccdc169
77630	MGC50722	4932418E24Rik
77641	ITPRIPL1	Itpripl1
77642	ACTL9	Actl9
77645	PIRT	Pirt
77648	RADIL	Radil
77694	TM6SF2	Tm6sf2
77698	C2orf50	2410004P03Rik
77700	MAMSTR	Mamstr
77701	IZUMO1	Izumo1
77704	CYP2U1	Cyp2u1
77705	FAM189A1	Fam189a1
77706	PRSS46	Prss46
77719	RGS11	Rgs11
77795	ESPNL	Espnl
77849	TMEM95	Tmem95
77850	ASTN2	Astn2
77851	MS4A13	Ms4a13
77852	CIDEA	Cidea
77854	TBC1D10C	Tbc1d10c
77857	ENTPD8	Entpd8
77864	LIPI	Lipi
77917	C2CD4A	C2cd4a
77918	TEX43	1700065I17Rik
77932	XKRX	Xkrx
77933	PLA2G4F	Pla2g4f
77938	SIPA1L3	Sipa1l3
77940	RIMBP3C	Rimbp3
77940	RIMBP3	Rimbp3
77940	RIMBP3B	Rimbp3
77943	TNIK	Tnik
77947	FHAD1	Fhad1
77949	LRRC38	Lrrc38
77950	TMCO2	Tmco2
77951	C7orf57	Gm11992
77965	ZC2HC1B	Zc2hc1b
77989	PABPC1L	Pabpc1l
78016	SPOPL	Spopl
78018	LRRC69	Lrrc69
78027	NANOG	Nanog
78034	C4orf51	1700011L22Rik
78035	TMEM231	Tmem231
78036	C2CD4B	C2cd4b
78041	DHRSX	Dhrsx
78045	SPIN2B	Spin2e
78045	SPIN2B	Spin2f
78045	SPIN2B	LOC100862179
78045	SPIN2B	Spin2-ps4
78045	SPIN2B	Gm5923
78045	SPIN2B	Gm21466
78045	SPIN2B	Gm3757
78045	SPIN2B	Spin2d
78045	SPIN2B	Gm5926
78045	SPIN2B	Spin2-ps3
78045	SPIN2B	Gm2854
78045	SPIN2B	Spin2-ps1
78045	SPIN2B	Gm21637
78045	SPIN2B	Spin2-ps2
78045	SPIN2A	Spin2e
78045	SPIN2A	Spin2f
78045	SPIN2A	LOC100862179
78045	SPIN2A	Spin2-ps4
78045	SPIN2A	Gm5923
78045	SPIN2A	Gm21466
78045	SPIN2A	Gm3757
78045	SPIN2A	Spin2d
78045	SPIN2A	Gm5926
78045	SPIN2A	Spin2-ps3
78045	SPIN2A	Gm2854
78045	SPIN2A	Spin2-ps1
78045	SPIN2A	Gm21637
78045	SPIN2A	Spin2-ps2
78051	ARL13A	Arl13a
78065	LINGO3	Lingo3
78106	SLC10A5	Slc10a5
78107	KCNQ4	Kcnq4
78141	MTUS2	Mtus2
78152	GSG1L	Gsg1l
78154	PHF21B	Phf21b
78163	C11orf85	1700123I01Rik
78167	C3orf70	2510009E07Rik
78179	OCIAD2	Ociad2
78213	IFIT1	2010002M12Rik
78213	IFIT1	Gm14446
78229	PVRIG	LOC102640920
78322	PTCHD4	Ptchd4
78348	HIP1R	Hip1r
78363	IRGM	Irgm2
78368	CCDC160	Ccdc160
78513	FAM92B	Fam92b
78581	UPK3BL	Upk3bl
78582	C19orf24	1600002K03Rik
78604	LOC646862	2310014L17Rik
78635	C10orf128	1810011H11Rik
78662	INSC	Insc
78671	C1orf189	1700094D03Rik
78689	OR2L2	Olfr167
78703	UTP14C	Utp14b
78705	RGS7BP	Rgs7bp
78724	FBXL21	Fbxl21
78755	C8orf88	Gm11837
78765	TMEM200C	Tmem200c
79011	WDR38	Wdr38
79022	FAM205A	Gm13298
79022	FAM205A	Gm21598
79022	FAM205A	LOC100862324
79022	FAM205A	Gm20938
79022	FAM205A	LOC100862043
79022	FAM205A	Gm12429
79041	C3orf84	BC048562
79087	SMCO3	Smco3
79096	ETV3L	Etv3l
79130	RNASE13	Rnase13
79144	CCDC175	Ccdc175
79220	SPIB	Spib
79247	CCDC152	Ccdc152
79330	FTL	Ftl1
79330	FTL	Gm20746
79337	OR5K4	Olfr180
79352	OR5AK2	Olfr993
79418	OR10W1	Olfr1490
79449	LMTK3	Lmtk3
79476	OR5D14	Olfr1162
79498	KDM5C	Kdm5c
79538	METTL21B	LOC100504608
79540	ARRDC2	Arrdc2
79542	KLHL3	Klhl3
79543	RBM38	Rbm38
79549	DSCAML1	Dscaml1
79554	FBRS	Fbrs
79572	DPPA2	Dppa2
79576	C12orf39	B230216G23Rik
79615	MRGPRX3	Mrgpra2b
79615	MRGPRX3	Mrgpra2a
79615	MRGPRX3	Mrgpra9
79615	MRGPRX3	Mrgpra1
79625	DGAT2L6	Dgat2l6
79669	SGK494	BC030499
79670	CIART	Ciart
79672	OSBPL7	Osbpl7
79676	OR8D1	Olfr26
79676	OR8D1	Olfr933
79679	OR5J2	Olfr1052
79701	DTWD2	Dtwd2
79722	DCDC5	Dcdc5
79738	TMEM200B	Tmem200b
79756	PRDM6	Prdm6
79757	RNF165	Rnf165
79759	C6orf163	Gm136
79783	C9orf84	AI481877
79796	CCDC167	Ccdc167
79815	CTU2	Ctu2
79859	FBXL17	Fbxl17
79885	PRSS56	Prss56
79931	WI2-2373I1.2	Gm5294
79940	GMNC	Gmnc
79950	C16orf93	Gm166
79952	C20orf202	Tmem74bos
80097	PRSS53	Prss53
80163	CTSA	Ctsa
80167	ATP2A2	Atp2a2
80170	COX10	Cox10
80171	CSTF2	Cstf2
80174	LCP1	Lcp1
80191	STX3	Stx3
80192	DPEP1	Dpep1
80193	SPOCK1	Spock1
80199	CYP4F8	Cyp4f15
80206	TAPT1	Tapt1
80210	RPTOR	Rptor
80218	H2AFZ	H2afz
80230	CSTF2T	Cstf2t
80235	CPVL	Cpvl
80244	DPH6	Dph6
80245	UFSP1	Ufsp1
80336	NDUFAB1	LOC102634451
80336	NDUFAB1	Ndufab1
80930	TMPRSS4	Tmprss4
81077	GPR107	Gpr107
81391	ZNF703	Zfp703
81538	OR56A3	Olfr679
81538	OR56A3	Olfr681
81541	OR2D2	Olfr715
81541	OR2D2	Gm10081
81548	OR4C15	Olfr1211
81556	OR10G9	Olfr979
81557	OR10G4	Olfr980
81567	OR4C11	Olfr1206
81567	OR4C11	Olfr1205
81567	OR4C11	Olfr1201
81570	OR4C6	Olfr1230
81583	OR7D4	Olfr39
81595	OR51F2	Olfr568
81596	OR52E4	Olfr677
81618	TACC3	Tacc3
81624	CEPT1	Cept1
81628	SLC10A7	Slc10a7
81639	RIMS2	Rims2
81651	EID3	Eid3
81653	PISD	Pisd
81667	ZDHHC2	Zdhhc2
81678	EHD1	Ehd1
81681	STOM	Stom
81683	CRISP1	Crisp4
81684	BCAT2	Bcat2
81697	NPM1	Npm1
81701	SLC22A4	Slc22a4
81703	RPS6KB1	Rps6kb1
81710	SNN	Snn
81724	CUL4A	Cul4a
81733	MRPL33	Mrpl33
81737	PPP4R1	Ppp4r1
81738	BCL3	Bcl3
81740	PAPSS1	Papss1
81752	INMT	Inmt
81788	ZDHHC15	Zdhhc15
81801	BRD3	Brd3
81806	LHB	Lhb
81810	SIN3B	Sin3b
81815	CPNE6	Cpne6
81816	MAFG	Mafg
81821	TEAD3	Tead3
81823	ZNF585A	Zfp27
81825	AGO2	Ago2
81826	AGO1	Ago1
81827	SIRT3	Sirt3
81828	PRPF40B	Prpf40b
81829	GRIK4	Grik4
81830	UBQLN2	Ubqln2
81837	EHD3	Ehd3
81844	ACTL6B	Actl6b
81845	CCDC106	Ccdc106
81850	CRK	Crk
81861	MBD5	Mbd5
81866	PCDHGA4	Pcdhga4
81867	PCDHGB1	Pcdhgb1
81868	PCDHGB3	Pcdhgb8
81871	BARHL1	Barhl1
81872	CYP4F12	Cyp4f14
81881	PCDHB16	Pcdhb17
81888	UBE2V1	Ube2v1
81889	TPM3	Tpm3
81890	GNG13	Gng13
81892	S100PBP	S100pbp
81895	AUNIP	Clhc1
81899	ZMAT4	Zmat4
81904	CATSPERB	Catsperb
81906	TREML2	Treml2
81908	ZBTB46	Zbtb46
81909	HNRNPK	Hnrnpk
81910	TOMM6	Tomm6
81913	LYZL1	Lyzl1
81914	LRRC18	Lrrc18
81915	PPP2R2D	Ppp2r2d
81920	GATSL3	Gatsl3
81923	C10orf54	4632428N05Rik
81929	C16orf95	1700018B08Rik
81931	TRAPPC9	Trappc9
81932	C7orf34	1700034O15Rik
81939	B3GNT4	B3gnt4
81940	ADAMTS10	Adamts10
81946	LLPH	Llph-ps1
81946	LLPH	Llph
81946	LLPH	Llph-ps2
81947	MYO7B	Myo7b
81957	TSLP	Tslp
81985	HHIPL1	Hhipl1
82078	STRN3	Strn3
82108	PLB1	Plb1
82192	SP110	Gm15753
82192	SP110	LOC101056250
82192	SP110	LOC102638047
82192	SP110	LOC546061
82192	SP110	Sp110
82192	SP110	LOC677525
82234	FAM131A	Fam131a
82238	CCDC85C	Ccdc85c
82242	ACBD7	Acbd7
82249	C6orf25	G6b
82250	MYEOV2	Myeov2
82252	FAT3	Fat3
82269	PATL1	Patl1
82282	TTC24	Ttc24
82283	HYLS1	Hyls1
82285	NAPRT1	Naprt1
82294	OR4D10	Olfr1424
82298	OR4C12	Olfr1255
82299	OR4C46	Olfr1258
82308	CXorf58	LOC102640868
82325	LCORL	Lcorl
82335	PANX3	Panx3
82340	ZXDC	Zxdc
82344	FAM217A	Fam217a
82346	C17orf78	Gm11437
82351	C17orf96	E130012A19Rik
82352	FAM72A	Fam72a
82354	ZNF770	Zfp770
82355	KIAA1147	E330009J07Rik
82362	CDHR4	Cdhr4
82363	BHLHA9	Bhlha9
82366	ABLIM2	Ablim2
82367	SMTNL2	Smtnl2
82369	DIXDC1	Dixdc1
82371	C20orf85	1700021F07Rik
82382	MTMR11	Mtmr11
82388	BTBD8	Btbd8
82389	KCTD2	Kctd2
82395	FOXO6	Foxo6
82403	ANKRD17	Ankrd17
82404	RNF148	Rnf148
82406	INF2	Inf2
82414	FOXK1	Foxk1
82429	IQSEC1	Iqsec1
82436	RFX8	Rfx8
82437	FAM150A	Fam150a
82444	HS3ST4	Hs3st4
82452	RGS21	Rgs21
82459	FAM162B	Fam162b
82462	BRD9	Brd9
82466	CCDC62	Ccdc62
82467	ZNF580	Zfp580
82470	SYNDIG1L	Syndig1l
82476	C2orf16	LOC102638085
82476	C2orf16	LOC102635566
82476	C2orf16	LOC102635990
82482	FFAR3	Ffar3
82484	ARHGEF16	Arhgef16
82485	SFMBT2	Sfmbt2
82492	LACTBL1	Lactbl1
82510	RBM4	Rbm4
82511	PRDM11	Prdm11
82530	AADACL4	Gm13177
82544	RP11-503N18.1	Gm21446
82551	CXorf66	Gm7073
82563	URAD	Urad
82573	ADAMTS6	Adamts6
82595	SBK3	Sbk3
82612	SMIM20	Smim20
82639	MYO1H	Myo1h
82650	RAD21L1	Rad21l
82651	DCDC2B	Dcdc2b
82663	TRAPPC3L	Trappc3l
82675	FAM159A	Fam159a
82747	C8orf48	AI429214
82882	ANKRD34A	Ankrd34a
82943	COA5	Coa5
82993	SIRPB1	LOC100038947
82993	SIRPB1	Sirpb1b
82993	SIRPB1	Sirpb1a
82999	OR52H1	Olfr648
83162	EIF4B	Eif4b
83191	GPR17	Gpr17
83197	RPS29	Rps29
83202	FCRLB	Fcrlb
83226	AIM2	Aim2
83229	KIFC1	Kifc5b
83229	KIFC1	Kifc1
83248	FOXD4	Foxd4
83252	SORBS1	Sorbs1
83271	H2AFV	H2afv
83276	FAM155B	Tmem28
83279	TAOK3	Taok3
83284	ZKSCAN7	Zkscan7
83285	C19orf80	Gm6484
83291	DOCK6	Dock6
83295	SORBS2	Sorbs2
83297	LILRA5	Lilra5
83305	UBL5	Ubl5
83311	TAF7L	Taf7l
83321	HMGB4	Hmgb4
83326	LOC101928761	H2afb1
83326	LOC101928761	Gm14477
83326	LOC101928761	Gm14482
83326	LOC101928761	Gm14483
83326	LOC101928761	Gm14479
83326	LOC101928761	Gm14478
83326	LOC101928761	Gm16501
83326	LOC101928761	1700012L04Rik
83326	LOC101928761	Gm5132
83326	LOC101928761	Gm5382
83326	LOC101928761	Gm6026
83326	LOC101928761	Gm14474
83326	LOC101928761	Gm14501
83326	LOC101928761	Gm14484
83326	LOC101928761	Gm14476
83326	LOC101928761	Gm14475
83326	LOC101928761	Gm4906
83383	SPAG11B	Spag11b
83411	DEFB129	Defb23
83439	SPOCD1	Spocd1
83447	OR9G1	Olfr1014
83448	OR9A2	Olfr459
83452	GLIPR1L1	Glipr1l1
83452	GLIPR1L1	Glipr1l3
83454	POU5F2	Pou5f2
83471	NXPE4	Nxpe4
83472	FAM155A	Fam155a
83473	WDFY4	Wdfy4
83488	ABCB5	Abcb5
83495	SMAGP	Smagp
83517	ZSWIM6	Zswim6
83546	C15orf60	2410076I21Rik
83557	PTPRQ	Ptprq
83602	C17orf89	1810043H04Rik
83646	LRRC71	Lrrc71
83681	MCIDAS	Mcidas
83773	PROB1	Prob1
83921	TMEM253	Tmem253
83924	LMO7	Lmo7
83936	C10orf62	4933411K16Rik
83963	C11orf96	Gm13889
84057	CLRN2	Clrn2
84061	C11orf83	AI462493
84331	OR2S2	Olfr155
84338	STON2	Ston2
84369	KLRB1	Klrb1c
84369	KLRB1	Klrb1a
84369	KLRB1	Klrb1b
84371	PYGL	Pygl
84372	UBE2E1	Ube2e1
84384	PRKCH	Prkch
84397	NR2E3	Nr2e3
84402	MST4	2610018G03Rik
84407	CES3	Ces3a
84407	CES3	Ces3b
84408	LOC102288414	1810009A15Rik
84442	NEK8	Nek8
84476	RNF7	Rnf7
84571	OR4K15	Olfr727
84588	CHTF8	Chtf8
84591	CREM	Crem
84592	GRTP1	Grtp1
84597	TUSC1	Tusc1
84604	CYS1	Cys1
84615	CLEC6A	Clec4n
84621	SPATA31A3	Spata31
84621	SPATA31A5	Spata31
84621	SPATA31A7	Spata31
84621	SPATA31A6	Spata31
84621	SPATA31A1	Spata31
84625	TCHHL1	Tchhl1
84633	HS3ST6	Hs3st6
84635	PPP1R13L	Ppp1r13l
84638	SERP2	Serp2
84641	RNASE12	Rnase12
84642	CENPW	Cenpw
84643	SPRN	Sprn
84685	FAM229B	Fam229b
84686	CPNE9	Cpne9
84695	AKR1C4	Akr1c6
84697	SHROOM2	Shroom2
84710	SBF1	Sbf1
84733	DLEC1	Dlec1
84739	SYNGAP1	Syngap1
84741	VPREB1	Vpreb2
84741	VPREB1	Vpreb1
84746	OSBPL1A	Osbpl1a
84780	RPTN	Rptn
84799	ZFP30	Zfp30
84805	RALGAPA1	Ralgapa1
84816	NKRF	Nkrf
84829	DIAPH3	Diap3
84838	ZBED5	2410018M08Rik
84840	GPBP1L1	Gpbp1l1
84844	LPIN3	Lpin3
84861	TEX22	Tex22
84866	GATSL2	Gatsl2
84874	KRTAP3-1	Krtap3-1
84880	AGBL4	Agbl4
84987	SLC35E2B	Slc35e2
85014	KCNQ1	Kcnq1
85034	TRABD2B	Trabd2b
85149	FAM160A1	Fam160a1
85155	MICALL2	Micall2
85163	ANKAR	Ankar
85165	MIA3	Mia3
85169	FAM83G	Fam83g
85172	PLCH2	Plch2
85176	C19orf67	1700067K01Rik
85177	SMIM5	Smim5
85195	SCXB	Scx
85197	PRR19	Prr19
85224	SMIM23	Smim23
85232	FER1L5	Fer1l5
85237	RAB42	Rab42
85245	RAD51AP2	Rad51ap2
85248	GFY	Gfy
85288	MICAL3	Mical3
85300	MROH2A	Mroh2a
85304	GRXCR2	Grxcr2
85312	TMEM229A	Tmem229a
85362	ARL14EPL	Arl14epl
85370	ZAR1L	Zar1l
85433	PDZRN4	Pdzrn4
85443	FAM133B	Fam133b
85469	FAM196A	Fam196a
85473	CTXN3	Ctxn3
85555	TEX40	Tex40
85749	CCER2	Gm6537
85776	SVIP	Svip
85810	SYCE3	Syce3
85827	C18orf42	A330050F15Rik
85833	KIAA0754	D830031N03Rik
85847	C15orf62	Gm14137
85849	TMEM88B	Tmem88b
85917	CYP2A6	Cyp2a4
85917	CYP2A6	Cyp2a5
85917	CYP2A7	Cyp2a4
85917	CYP2A7	Cyp2a5
85917	CYP2A13	Cyp2a4
85917	CYP2A13	Cyp2a5
85949	RPS6	Rps6
85959	UGT1A6	Ugt1a6b
85959	UGT1A6	Ugt1a6a
85969	ZNF780B	Zfp780b
85978	VN1R2	Vmn1r224
85987	MACROD2	Macrod2
85990	DCUN1D2	Dcun1d2
85994	SERF2	Serf2
86007	ACCSL	Accsl
86009	C11orf31	2700094K13Rik
86016	PATE2	Pate2
86034	IL20RB	Il20rb
86039	DUSP22	Dusp22
86043	MORF4L1	Morf4l1
86049	POLR2K	Polr2k
86074	ATP5L	Atp5l
86092	PVRL2	Pvrl2
86122	ISOC2	Isoc2a
86184	MRGPRX4	Mrgprx1
86211	UGT1A3	Ugt1a2
86241	FAM124A	Fam124a
86246	MRGPRX1	Mrgprb2
86310	C2CD4D	C2cd4d
86332	FRG2	Gm4663
86332	FRG2	Gm9325
86332	FRG2	Gm6280
86332	FRG2	Gm4664
86332	FRG2	Gm9326
86332	FRG2	Gm6219
86332	FRG2	Gm6234
86332	FRG2	Gm9327
86332	FRG2	Gm9324
86332	FRG2	AA415398
86332	FRG2	Gm6232
86332	FRG2	Gm4666
86332	FRG2	Gm9328
86332	FRG2B	Gm4663
86332	FRG2B	Gm9325
86332	FRG2B	Gm6280
86332	FRG2B	Gm4664
86332	FRG2B	Gm9326
86332	FRG2B	Gm6219
86332	FRG2B	Gm6234
86332	FRG2B	Gm9327
86332	FRG2B	Gm9324
86332	FRG2B	AA415398
86332	FRG2B	Gm6232
86332	FRG2B	Gm4666
86332	FRG2B	Gm9328
86343	SYCE1L	Syce1l
86351	ATAD2B	Atad2b
86402	ZNF407	Zfp407
86422	NBEAL2	Nbeal2
86478	TEX28	Tex28
86654	F11	F11
86692	OR2Y1	Olfr1386
86692	OR2Y1	Olfr1385
86695	DEFB116	Defb29
86702	FAM170A	Fam170a
86703	SAPCD1	Sapcd1
86704	TMEM178B	Tmem178b
86729	ZMAT1	Zmat1
86731	ADCK4	Adck4
86732	GTF2A1L	Gtf2a1l
86743	WASF2	Wasf2
86756	LILRB4	Lilrb4
86756	LILRB4	Gp49a
86779	ERVFRD-1	Synb
86785	LRRC24	Lrrc24
86800	ZFP90	Zfp90
86811	ECSCR	Ecscr
86815	AGAP2	Agap2
86818	BSPH1	Bsph1
86820	TMEM102	Tmem102
86835	CLPSL2	Clpsl2
86837	MANSC4	Mansc4
86842	METTL7A	Mettl7a1
86848	KLRC1	Klrc1
86859	LOC100133267	Defb47
86859	DEFB130	Defb47
86861	DEFB113	Defb18
86877	ERICH4	Gm7092
86882	FMO2	Fmo2
86883	CKS2	Cks2
86887	MYL6B	Myl6b
86889	PSME2	Psme2
86891	WIPF1	Wipf1
86893	KMT2D	Kmt2d
86923	TAF10	Taf10
86954	DAZ2	Dazl
86980	ZSCAN12	Zscan12
86982	PPP6R1	Ppp6r1
86984	NRXN2	Nrxn2
86985	ATG2A	Atg2a
86986	NEDD4L	Nedd4l
86995	NUDT11	Nudt10
86995	NUDT11	Nudt11
87006	ANKHD1-EIF4EBP3	Ankhd1
87006	ANKHD1	Ankhd1
87013	TAS2R14	Tas2r140
87028	ANKRD61	Ankrd61
87044	RNF168	Rnf168
87053	LOC101929327	Tdrd12
87066	RP11-402G3.3	1700018C11Rik
87072	NXPE2	Nxpe2
87074	SMIM12	Smim12
87098	RPL38	Rpl38
87103	HFM1	Hfm1
87131	VEGFB	Vegfb
87150	ZC3H4	Zc3h4
87176	DNAJC19	Dnajc19
87176	DNAJC19	Dnajc19-ps
87213	CCDC13	Ccdc13
87220	TCEAL7	Tceal7
87241	ZNF546	Zfp11
87243	ZNF846	Zfp846
87245	FAM132B	Fam132b
87246	MAGEB6	Mageb17-ps
87251	MEI4	Mei4
87257	PSD3	Psd3
87267	TMEM241	Tmem241
87288	FAM178B	Fam178b
87291	C19orf38	AB124611
87330	FAM150B	Fam150b
87331	C17orf100	4930563E22Rik
87409	ZCWPW2	Zcwpw2
87446	A4GNT	A4gnt
87501	SEPT14	Sept14
87502	PET100	Pet100
87519	SPINK13	Spink13
87544	CCDC182	1700106J16Rik
87608	C12orf73	1190007I07Rik
87610	C12orf56	D930020B18Rik
87632	C7orf72	4930415F15Rik
87637	CIC	Cic
87703	FRRS1L	Frrs1l
87707	YLPM1	Ylpm1
87772	RPL7	Rpl7
87788	OR10G2	Olfr1511
87788	OR10G2	Olfr1510
87789	ZNF251	Zfp251
87791	PF4	Pf4
87796	TIAL1	Tial1
87807	PHF11	Phf11d
87807	PHF11	Phf11b
87807	PHF11	Phf11a
87807	PHF11	Phf11c
87808	RGPD2	Ranbp2
87808	RGPD4	Ranbp2
87808	RGPD1	Ranbp2
87808	RGPD8	Ranbp2
87808	RGPD6	Ranbp2
87808	RGPD5	Ranbp2
87808	RGPD3	Ranbp2
87809	RUFY3	Rufy3
87817	KCP	Kcp
87855	DLX6	Dlx6
87858	SUMO2	Sumo2
87862	ISCA1	Isca1
87875	ZNF253	Zfp65
87892	KRTAP1-5	Krtap1-4
87946	TYSND1	Tysnd1
87952	NEK5	Nek5
88056	KRTAP24-1	Krtap24-1
88113	MSMP	Msmp
88124	ZFR2	Zfr2
88329	MICB	Mill2
88330	HFE	Hfe
88337	CALCB	Calca
88343	KNG1	Kng2
88343	KNG1	Kng1
88350	OR2L13	Olfr166
88368	OR6B3	Olfr1414
88376	OR51B4	Olfr66
88414	FCRL6	Fcrl6
88420	OR10G7	Olfr978
88429	OR4F21	Olfr1303
88429	OR4F16	Olfr1303
88429	OR4F3	Olfr1303
88429	OR4F29	Olfr1303
88438	OR2A14	Olfr237-ps1
88438	OR2A14	Olfr441
88438	OR2A14	Olfr444
88442	ITCH	Itch
88443	RPS11	Rps11
88453	TOM1	Tom1
88454	GPX8	Gpx8
88459	KRT36	Krt36
88470	ZNF566	Zfp566
88487	SLC25A51	Slc25a51
88538	FUNDC2	Fundc2
88554	PFKFB2	Pfkfb2
88564	CTRB2	Ctrb1
88575	CHKA	Chka
88576	HS3ST3B1	Hs3st3b1
88578	PCDP1	Gm101
88581	GSK3A	Gsk3a
88588	MYRFL	Myrfl
88604	NXF2	Nxf2
88604	NXF2B	Nxf2
88613	KNCN	Kncn
88621	UGT1A4	Ugt1a5
88671	CXCL6	Cxcl5
88701	SLC7A7	Slc7a7
88705	IL11RA	LOC100861969
88705	IL11RA	Il11ra1
88705	IL11RA	Gm13305
88705	IL11RA	Gm2002
88705	IL11RA	Il11ra2
88707	YBX1	Ybx1
88708	PFKFB3	Pfkfb3
88709	SMS	Gm14680
88709	SMS	Sms
88718	CHKB	Chkb
88735	HS3ST3A1	Hs3st3a1
88764	RPS18	Rps18
88782	PLCD4	Plcd4
88815	NINJ1	Ninj1
88833	PLCH1	Plch1
88834	PCDHB5	Pcdhb10
88836	NLK	Nlk
88843	LARP7	Larp7
88844	STRA13	Stra13
88864	KRT71	Krt71
88882	HIST1H2AJ	Hist1h2af
88905	KRTAP3-3	Krtap3-3
88905	KRTAP3-3	Krtap3-2
88911	KRTAP26-1	Krtap26-1
88915	CMTM2	Cmtm2b
88931	ANGPTL6	Angptl6
88935	NLRC5	Nlrc5
88945	ZNF658	Gm7145
88945	ZNF658	Zfp616
88945	ZNF658	Zfp735
89034	CSMD2	Csmd2
89116	CBX1	Cbx1
89136	PATE1	Gm17252
89165	NXNL1	Nxnl1
89169	KRT79	Krt79
89201	HS6ST3	Hs6st3
89225	FAM71E2	Fam71e2
89234	KIAA0825	2210408I21Rik
89253	TTC22	Ttc22
89309	ITIH6	Itih5l-ps
89328	FAM47A	Fam47c
89367	LOC100130705	Gm9047
89413	SLC35G6	Slc35g3
89678	CNPY1	Cnpy1
90047	TMEM210	Tmem210
90075	SMIM15	Smim15
90078	DNAH14	Dnah14
90112	WDR86	Wdr86
